Region,Country,Manager,Distributor,Distributor_Group,Product_Category,Month,Year,sell_in_value,sell_in_count,sell_out_value,sell_out_count,inventory_value,inventory_count
APAC,Japan,Bob,Distributor B,Group 2,Category 3,9,2023,1194,341,3786,158,588,31
APAC,Japan,Bob,Distributor B,Group 2,Category 3,9,2024,1440,293,3398,234,742,22
APAC,Japan,Bob,Distributor B,Group 2,Category 3,10,2023,4226,423,899,162,259,38
APAC,Japan,Bob,Distributor B,Group 2,Category 3,10,2024,2024,372,3801,211,330,43
APAC,Japan,Bob,Distributor B,Group 2,Category 3,11,2023,4544,475,1344,240,873,49
APAC,Japan,Bob,Distributor B,Group 2,Category 3,11,2024,3262,203,3106,177,550,25
APAC,Japan,Bob,Distributor B,Group 2,Category 3,12,2023,2314,324,1248,87,682,24
APAC,Japan,Bob,Distributor B,Group 2,Category 3,12,2024,1193,200,1185,375,927,82
APAC,Japan,Bob,Distributor C,Group 1,Category 1,1,2023,2740,419,1220,257,299,96
APAC,Japan,Bob,Distributor C,Group 1,Category 1,1,2024,2556,308,3976,205,393,57
APAC,Japan,Bob,Distributor C,Group 1,Category 1,1,2025,4824,197,2548,167,662,38
APAC,Japan,Bob,Distributor C,Group 1,Category 1,2,2023,2417,436,2530,180,585,47
APAC,Japan,Bob,Distributor C,Group 1,Category 1,2,2024,2750,388,1757,160,515,90
APAC,Japan,Bob,Distributor C,Group 1,Category 1,2,2025,1785,389,3560,229,841,38
APAC,Japan,Bob,Distributor C,Group 1,Category 1,3,2023,4438,191,2354,307,269,59
APAC,Japan,Bob,Distributor C,Group 1,Category 1,3,2024,1998,331,866,112,658,70
APAC,Japan,Bob,Distributor C,Group 1,Category 1,3,2025,4186,318,3239,191,763,32
APAC,Japan,Bob,Distributor C,Group 1,Category 1,4,2023,3901,414,3862,295,854,44
APAC,Japan,Bob,Distributor C,Group 1,Category 1,4,2024,3727,487,2196,349,855,30
APAC,Japan,Bob,Distributor C,Group 1,Category 1,4,2025,3148,346,3281,250,742,85
APAC,Japan,Bob,Distributor C,Group 1,Category 1,5,2023,4071,378,3939,260,660,91
APAC,Japan,Bob,Distributor C,Group 1,Category 1,5,2024,1217,294,2003,294,468,29
APAC,Japan,Bob,Distributor C,Group 1,Category 1,5,2025,2581,152,1200,397,492,80
APAC,Japan,Bob,Distributor C,Group 1,Category 1,6,2023,4867,248,1063,127,879,66
APAC,Japan,Bob,Distributor C,Group 1,Category 1,6,2024,1366,121,1524,252,220,91
APAC,Japan,Bob,Distributor C,Group 1,Category 1,6,2025,4840,268,3359,199,337,74
APAC,Japan,Bob,Distributor C,Group 1,Category 1,7,2023,1027,184,2150,380,533,70
APAC,Japan,Bob,Distributor C,Group 1,Category 1,7,2024,4525,262,1129,372,484,41
APAC,Japan,Bob,Distributor C,Group 1,Category 1,7,2025,3339,496,1640,274,641,34
APAC,Japan,Bob,Distributor C,Group 1,Category 1,8,2023,1600,274,2479,209,542,86
APAC,Japan,Bob,Distributor C,Group 1,Category 1,8,2024,2009,173,1309,379,928,39
APAC,Japan,Bob,Distributor C,Group 1,Category 1,8,2025,4190,404,808,127,497,70
APAC,Japan,Bob,Distributor C,Group 1,Category 1,9,2023,3246,132,3212,391,649,57
APAC,Japan,Bob,Distributor C,Group 1,Category 1,9,2024,3300,215,2858,167,223,82
APAC,Japan,Bob,Distributor C,Group 1,Category 1,10,2023,2938,325,1635,387,334,40
APAC,Japan,Bob,Distributor C,Group 1,Category 1,10,2024,3242,412,1008,207,536,79
APAC,Japan,Bob,Distributor C,Group 1,Category 1,11,2023,2530,203,941,113,780,47
APAC,Japan,Bob,Distributor C,Group 1,Category 1,11,2024,1888,448,3085,229,944,35
APAC,Japan,Bob,Distributor C,Group 1,Category 1,12,2023,1976,301,1911,144,538,24
APAC,Japan,Bob,Distributor C,Group 1,Category 1,12,2024,3752,441,1678,89,318,44
APAC,Japan,Bob,Distributor C,Group 1,Category 2,1,2023,4780,202,3526,132,391,65
APAC,Japan,Bob,Distributor C,Group 1,Category 2,1,2024,2744,368,1424,206,650,66
APAC,Japan,Bob,Distributor C,Group 1,Category 2,1,2025,2698,187,1320,134,640,82
APAC,Japan,Bob,Distributor C,Group 1,Category 2,2,2023,1768,266,2414,152,243,20
APAC,Japan,Bob,Distributor C,Group 1,Category 2,2,2024,2659,420,2823,245,950,80
APAC,Japan,Bob,Distributor C,Group 1,Category 2,2,2025,2958,143,2733,235,634,97
APAC,Japan,Bob,Distributor C,Group 1,Category 2,3,2023,4456,163,3172,373,287,44
APAC,Japan,Bob,Distributor C,Group 1,Category 2,3,2024,3671,278,1419,239,487,42
APAC,Japan,Bob,Distributor C,Group 1,Category 2,3,2025,4991,452,2864,387,669,54
APAC,Japan,Bob,Distributor C,Group 1,Category 2,4,2023,4089,114,2239,240,929,27
APAC,Japan,Bob,Distributor C,Group 1,Category 2,4,2024,2176,368,3285,393,243,28
APAC,Japan,Bob,Distributor C,Group 1,Category 2,4,2025,2607,488,3926,146,239,70
APAC,Japan,Bob,Distributor C,Group 1,Category 2,5,2023,4139,121,3052,205,743,67
APAC,Japan,Bob,Distributor C,Group 1,Category 2,5,2024,2848,361,3095,398,876,23
APAC,Japan,Bob,Distributor C,Group 1,Category 2,5,2025,4979,376,2469,270,587,88
APAC,Japan,Bob,Distributor C,Group 1,Category 2,6,2023,1571,428,3154,392,966,60
APAC,Japan,Bob,Distributor C,Group 1,Category 2,6,2024,2088,318,2079,366,869,99
APAC,Japan,Bob,Distributor C,Group 1,Category 2,6,2025,1840,476,1017,270,642,56
APAC,Japan,Bob,Distributor C,Group 1,Category 2,7,2023,1568,128,2887,301,529,47
APAC,Japan,Bob,Distributor C,Group 1,Category 2,7,2024,1312,384,2508,303,945,26
APAC,Japan,Bob,Distributor C,Group 1,Category 2,7,2025,2464,319,1717,92,304,30
APAC,Japan,Bob,Distributor C,Group 1,Category 2,8,2023,1959,422,1259,151,523,32
APAC,Japan,Bob,Distributor C,Group 1,Category 2,8,2024,1978,235,1985,304,242,21
APAC,Japan,Bob,Distributor C,Group 1,Category 2,8,2025,4620,242,1772,234,807,49
APAC,Japan,Bob,Distributor C,Group 1,Category 2,9,2023,1800,155,1123,306,240,25
APAC,Japan,Bob,Distributor C,Group 1,Category 2,9,2024,4877,326,1873,219,357,71
APAC,Japan,Bob,Distributor C,Group 1,Category 2,10,2023,3057,282,869,172,298,27
APAC,Japan,Bob,Distributor C,Group 1,Category 2,10,2024,4078,276,827,216,275,97
APAC,Japan,Bob,Distributor C,Group 1,Category 2,11,2023,2115,297,3660,385,939,95
APAC,Japan,Bob,Distributor C,Group 1,Category 2,11,2024,1594,170,1377,360,223,77
APAC,Japan,Bob,Distributor C,Group 1,Category 2,12,2023,4237,191,3925,118,677,79
APAC,Japan,Bob,Distributor C,Group 1,Category 2,12,2024,3311,376,3855,188,203,21
APAC,Japan,Bob,Distributor C,Group 1,Category 3,1,2023,3983,177,941,137,251,64
APAC,Japan,Bob,Distributor C,Group 1,Category 3,1,2024,3683,165,3685,150,959,92
APAC,Japan,Bob,Distributor C,Group 1,Category 3,1,2025,4875,497,2329,286,346,89
APAC,Japan,Bob,Distributor C,Group 1,Category 3,2,2023,1383,346,3072,263,773,74
APAC,Japan,Bob,Distributor C,Group 1,Category 3,2,2024,2139,492,2519,122,757,62
APAC,Japan,Bob,Distributor C,Group 1,Category 3,2,2025,3879,480,2882,355,324,22
APAC,Japan,Bob,Distributor C,Group 1,Category 3,3,2023,3880,134,2753,227,942,99
APAC,Japan,Bob,Distributor C,Group 1,Category 3,3,2024,4851,186,948,188,722,72
APAC,Japan,Bob,Distributor C,Group 1,Category 3,3,2025,2089,111,1769,246,480,25
APAC,Japan,Bob,Distributor C,Group 1,Category 3,4,2023,1509,297,1573,319,211,91
APAC,Japan,Bob,Distributor C,Group 1,Category 3,4,2024,2354,137,1994,184,902,93
APAC,Japan,Bob,Distributor C,Group 1,Category 3,4,2025,4697,141,2426,309,722,95
APAC,Japan,Bob,Distributor C,Group 1,Category 3,5,2023,3199,200,1979,170,597,42
APAC,Japan,Bob,Distributor C,Group 1,Category 3,5,2024,1026,381,2012,298,253,93
APAC,Japan,Bob,Distributor C,Group 1,Category 3,5,2025,4785,346,2185,286,846,96
APAC,Japan,Bob,Distributor C,Group 1,Category 3,6,2023,4733,492,3546,375,397,87
APAC,Japan,Bob,Distributor C,Group 1,Category 3,6,2024,4721,373,1935,377,929,58
APAC,Japan,Bob,Distributor C,Group 1,Category 3,6,2025,1307,492,1191,365,394,56
APAC,Japan,Bob,Distributor C,Group 1,Category 3,7,2023,3099,308,3431,379,997,44
APAC,Japan,Bob,Distributor C,Group 1,Category 3,7,2024,4416,163,1857,384,677,94
APAC,Japan,Bob,Distributor C,Group 1,Category 3,7,2025,3363,430,3741,139,225,61
APAC,Japan,Bob,Distributor C,Group 1,Category 3,8,2023,1242,403,3857,288,479,96
APAC,Japan,Bob,Distributor C,Group 1,Category 3,8,2024,1546,243,1760,161,954,28
APAC,Japan,Bob,Distributor C,Group 1,Category 3,8,2025,4394,487,1223,250,865,95
APAC,Japan,Bob,Distributor C,Group 1,Category 3,9,2023,2364,120,3006,132,700,98
APAC,Japan,Bob,Distributor C,Group 1,Category 3,9,2024,3035,210,3581,110,212,77
APAC,Japan,Bob,Distributor C,Group 1,Category 3,10,2023,3519,171,3848,367,937,30
APAC,Japan,Bob,Distributor C,Group 1,Category 3,10,2024,3303,330,800,123,427,53
APAC,Japan,Bob,Distributor C,Group 1,Category 3,11,2023,3538,198,1906,191,769,76
APAC,Japan,Bob,Distributor C,Group 1,Category 3,11,2024,1627,178,3572,371,914,99
APAC,Japan,Bob,Distributor C,Group 1,Category 3,12,2023,2354,250,3041,149,570,75
APAC,Japan,Bob,Distributor C,Group 1,Category 3,12,2024,4890,227,2319,397,533,26
APAC,Japan,Bob,Distributor C,Group 2,Category 1,1,2023,2621,110,2167,293,238,27
APAC,Japan,Bob,Distributor C,Group 2,Category 1,1,2024,1680,404,2058,217,481,76
APAC,Japan,Bob,Distributor C,Group 2,Category 1,1,2025,2169,449,2933,200,674,64
APAC,Japan,Bob,Distributor C,Group 2,Category 1,2,2023,3350,380,3221,279,220,78
APAC,Japan,Bob,Distributor C,Group 2,Category 1,2,2024,2661,299,3097,247,782,78
APAC,Japan,Bob,Distributor C,Group 2,Category 1,2,2025,1997,257,1178,332,809,20
APAC,Japan,Bob,Distributor C,Group 2,Category 1,3,2023,4310,448,1099,296,903,70
APAC,Japan,Bob,Distributor C,Group 2,Category 1,3,2024,3834,400,2403,258,282,23
APAC,Japan,Bob,Distributor C,Group 2,Category 1,3,2025,4117,284,1889,134,272,87
APAC,Japan,Bob,Distributor C,Group 2,Category 1,4,2023,4353,387,3176,211,880,88
APAC,Japan,Bob,Distributor C,Group 2,Category 1,4,2024,3140,456,2176,313,964,71
APAC,Japan,Bob,Distributor C,Group 2,Category 1,4,2025,4366,121,2961,142,520,59
APAC,Japan,Bob,Distributor C,Group 2,Category 1,5,2023,1913,143,1469,118,621,57
APAC,Japan,Bob,Distributor C,Group 2,Category 1,5,2024,3991,383,2077,326,574,54
APAC,Japan,Bob,Distributor C,Group 2,Category 1,5,2025,3280,188,1433,374,901,92
APAC,Japan,Bob,Distributor C,Group 2,Category 1,6,2023,4654,227,3903,394,971,56
APAC,Japan,Bob,Distributor C,Group 2,Category 1,6,2024,3061,478,1830,335,459,42
APAC,Japan,Bob,Distributor C,Group 2,Category 1,6,2025,2412,356,3402,118,594,95
APAC,Japan,Bob,Distributor C,Group 2,Category 1,7,2023,1125,256,814,330,880,61
APAC,Japan,Bob,Distributor C,Group 2,Category 1,7,2024,3218,327,1377,185,603,66
APAC,Japan,Bob,Distributor C,Group 2,Category 1,7,2025,3779,405,3270,158,425,40
APAC,Japan,Bob,Distributor C,Group 2,Category 1,8,2023,3446,454,3230,136,950,30
APAC,Japan,Bob,Distributor C,Group 2,Category 1,8,2024,3813,458,2952,329,680,29
APAC,Japan,Bob,Distributor C,Group 2,Category 1,8,2025,1727,246,3928,343,482,80
APAC,Japan,Bob,Distributor C,Group 2,Category 1,9,2023,2063,304,2169,355,285,28
APAC,Japan,Bob,Distributor C,Group 2,Category 1,9,2024,3229,203,3842,224,855,65
APAC,Japan,Bob,Distributor C,Group 2,Category 1,10,2023,4891,323,3260,222,588,40
APAC,Japan,Bob,Distributor C,Group 2,Category 1,10,2024,1872,294,3673,140,913,54
APAC,Japan,Bob,Distributor C,Group 2,Category 1,11,2023,1705,450,2826,216,283,92
APAC,Japan,Bob,Distributor C,Group 2,Category 1,11,2024,1587,392,952,119,875,69
APAC,Japan,Bob,Distributor C,Group 2,Category 1,12,2023,1970,177,3314,151,976,46
APAC,Japan,Bob,Distributor C,Group 2,Category 1,12,2024,3889,183,825,305,337,92
APAC,Japan,Bob,Distributor C,Group 2,Category 2,1,2023,3297,208,868,200,281,49
APAC,Japan,Bob,Distributor C,Group 2,Category 2,1,2024,1620,426,3784,390,575,59
APAC,Japan,Bob,Distributor C,Group 2,Category 2,1,2025,1638,467,2272,142,750,98
APAC,Japan,Bob,Distributor C,Group 2,Category 2,2,2023,2737,159,3737,132,283,53
APAC,Japan,Bob,Distributor C,Group 2,Category 2,2,2024,2784,289,3072,206,529,84
APAC,Japan,Bob,Distributor C,Group 2,Category 2,2,2025,3063,350,1144,228,780,25
APAC,Japan,Bob,Distributor C,Group 2,Category 2,3,2023,1573,286,1619,227,932,95
APAC,Japan,Bob,Distributor C,Group 2,Category 2,3,2024,2375,419,3722,115,407,28
APAC,Japan,Bob,Distributor C,Group 2,Category 2,3,2025,2535,281,2362,292,670,85
APAC,Japan,Bob,Distributor C,Group 2,Category 2,4,2023,2607,112,3886,121,537,49
APAC,Japan,Bob,Distributor C,Group 2,Category 2,4,2024,4932,310,1934,392,864,63
APAC,Japan,Bob,Distributor C,Group 2,Category 2,4,2025,4600,497,3776,291,448,91
APAC,Japan,Bob,Distributor C,Group 2,Category 2,5,2023,2195,195,1957,269,737,77
APAC,Japan,Bob,Distributor C,Group 2,Category 2,5,2024,4146,106,2229,171,722,42
APAC,Japan,Bob,Distributor C,Group 2,Category 2,5,2025,2901,207,2349,371,900,71
APAC,Japan,Bob,Distributor C,Group 2,Category 2,6,2023,2742,236,2775,250,589,82
APAC,Japan,Bob,Distributor C,Group 2,Category 2,6,2024,3078,460,1300,84,358,79
APAC,Japan,Bob,Distributor C,Group 2,Category 2,6,2025,1693,147,1307,247,987,26
APAC,Japan,Bob,Distributor C,Group 2,Category 2,7,2023,1327,223,2171,105,707,43
APAC,Japan,Bob,Distributor C,Group 2,Category 2,7,2024,4476,157,3032,164,578,74
APAC,Japan,Bob,Distributor C,Group 2,Category 2,7,2025,4947,296,3515,89,205,76
APAC,Japan,Bob,Distributor C,Group 2,Category 2,8,2023,3033,247,3827,285,247,44
APAC,Japan,Bob,Distributor C,Group 2,Category 2,8,2024,1943,376,2862,279,677,69
APAC,Japan,Bob,Distributor C,Group 2,Category 2,8,2025,1857,147,2493,287,796,45
APAC,Japan,Bob,Distributor C,Group 2,Category 2,9,2023,2219,464,846,221,223,32
APAC,Japan,Bob,Distributor C,Group 2,Category 2,9,2024,1692,437,3109,227,837,58
APAC,Japan,Bob,Distributor C,Group 2,Category 2,10,2023,3872,439,2418,289,731,65
APAC,Japan,Bob,Distributor C,Group 2,Category 2,10,2024,1581,444,2856,277,422,70
APAC,Japan,Bob,Distributor C,Group 2,Category 2,11,2023,1739,149,2385,141,925,79
APAC,Japan,Bob,Distributor C,Group 2,Category 2,11,2024,2725,215,3194,342,643,41
APAC,Japan,Bob,Distributor C,Group 2,Category 2,12,2023,4216,472,2411,164,355,77
APAC,Japan,Bob,Distributor C,Group 2,Category 2,12,2024,2707,403,1652,367,599,83
APAC,Japan,Bob,Distributor C,Group 2,Category 3,1,2023,2256,413,1583,319,638,60
APAC,Japan,Bob,Distributor C,Group 2,Category 3,1,2024,1129,292,3102,124,422,31
APAC,Japan,Bob,Distributor C,Group 2,Category 3,1,2025,2551,434,1947,374,486,25
APAC,Japan,Bob,Distributor C,Group 2,Category 3,2,2023,2747,318,3079,157,433,57
APAC,Japan,Bob,Distributor C,Group 2,Category 3,2,2024,1946,350,1651,142,607,42
APAC,Japan,Bob,Distributor C,Group 2,Category 3,2,2025,2700,102,2045,382,395,24
APAC,Japan,Bob,Distributor C,Group 2,Category 3,3,2023,3387,483,1762,378,961,61
APAC,Japan,Bob,Distributor C,Group 2,Category 3,3,2024,4761,382,3216,341,425,85
APAC,Japan,Bob,Distributor C,Group 2,Category 3,3,2025,1858,212,3168,236,411,43
APAC,Japan,Bob,Distributor C,Group 2,Category 3,4,2023,1204,340,2639,303,780,99
APAC,Japan,Bob,Distributor C,Group 2,Category 3,4,2024,2944,309,2456,160,601,78
APAC,Japan,Bob,Distributor C,Group 2,Category 3,4,2025,2698,174,3388,399,799,93
APAC,Japan,Bob,Distributor C,Group 2,Category 3,5,2023,4913,309,3025,180,547,72
APAC,Japan,Bob,Distributor C,Group 2,Category 3,5,2024,2255,446,1667,117,476,61
APAC,Japan,Bob,Distributor C,Group 2,Category 3,5,2025,3018,413,1381,252,405,88
APAC,Japan,Bob,Distributor C,Group 2,Category 3,6,2023,1251,111,3533,104,948,37
APAC,Japan,Bob,Distributor C,Group 2,Category 3,6,2024,1920,230,1937,169,813,20
APAC,Japan,Bob,Distributor C,Group 2,Category 3,6,2025,1031,301,2587,185,744,36
APAC,Japan,Bob,Distributor C,Group 2,Category 3,7,2023,1799,125,3756,186,991,63
APAC,Japan,Bob,Distributor C,Group 2,Category 3,7,2024,3514,406,3575,326,751,27
APAC,Japan,Bob,Distributor C,Group 2,Category 3,7,2025,1856,259,2666,148,536,93
APAC,Japan,Bob,Distributor C,Group 2,Category 3,8,2023,3013,320,3880,231,563,21
APAC,Japan,Bob,Distributor C,Group 2,Category 3,8,2024,2946,308,1253,335,666,67
APAC,Japan,Bob,Distributor C,Group 2,Category 3,8,2025,3226,441,1427,363,873,84
APAC,Japan,Bob,Distributor C,Group 2,Category 3,9,2023,4892,449,2957,356,998,59
APAC,Japan,Bob,Distributor C,Group 2,Category 3,9,2024,2530,396,2085,255,574,33
APAC,Japan,Bob,Distributor C,Group 2,Category 3,10,2023,4376,242,2514,367,527,89
APAC,Japan,Bob,Distributor C,Group 2,Category 3,10,2024,1726,344,3152,265,324,44
APAC,Japan,Bob,Distributor C,Group 2,Category 3,11,2023,2490,226,2796,235,721,77
APAC,Japan,Bob,Distributor C,Group 2,Category 3,11,2024,2482,233,3458,112,953,22
APAC,Japan,Bob,Distributor C,Group 2,Category 3,12,2023,4832,498,1758,206,752,91
APAC,Japan,Bob,Distributor C,Group 2,Category 3,12,2024,1374,111,2906,182,648,93
APAC,Japan,Bob,Distributor D,Group 1,Category 1,1,2023,1965,259,1391,237,309,22
APAC,Japan,Bob,Distributor D,Group 1,Category 1,1,2024,2867,130,3682,320,725,61
APAC,Japan,Bob,Distributor D,Group 1,Category 1,1,2025,3251,307,1393,259,406,96
APAC,Japan,Bob,Distributor D,Group 1,Category 1,2,2023,4320,290,3075,295,944,87
APAC,Japan,Bob,Distributor D,Group 1,Category 1,2,2024,4793,151,3399,345,844,40
APAC,Japan,Bob,Distributor D,Group 1,Category 1,2,2025,1178,259,1273,231,708,56
APAC,Japan,Bob,Distributor D,Group 1,Category 1,3,2023,1671,407,3453,341,837,48
APAC,Japan,Bob,Distributor D,Group 1,Category 1,3,2024,4190,293,2504,83,828,57
APAC,Japan,Bob,Distributor D,Group 1,Category 1,3,2025,1883,373,3864,360,252,44
APAC,Japan,Bob,Distributor D,Group 1,Category 1,4,2023,4753,160,3275,361,942,62
APAC,Japan,Bob,Distributor D,Group 1,Category 1,4,2024,1120,122,911,258,282,92
APAC,Japan,Bob,Distributor D,Group 1,Category 1,4,2025,1521,413,1394,189,232,71
APAC,Japan,Bob,Distributor D,Group 1,Category 1,5,2023,3131,219,3868,99,251,53
APAC,Japan,Bob,Distributor D,Group 1,Category 1,5,2024,3699,424,2458,89,811,48
APAC,Japan,Bob,Distributor D,Group 1,Category 1,5,2025,3190,377,1646,225,431,37
APAC,Japan,Bob,Distributor D,Group 1,Category 1,6,2023,4938,238,1894,304,922,20
APAC,Japan,Bob,Distributor D,Group 1,Category 1,6,2024,1431,443,3344,95,809,90
APAC,Japan,Bob,Distributor D,Group 1,Category 1,6,2025,3213,282,2499,390,223,90
APAC,Japan,Bob,Distributor D,Group 1,Category 1,7,2023,3948,185,2088,179,596,29
APAC,Japan,Bob,Distributor D,Group 1,Category 1,7,2024,2794,242,1322,299,708,43
APAC,Japan,Bob,Distributor D,Group 1,Category 1,7,2025,3890,239,2852,346,553,53
APAC,Japan,Bob,Distributor D,Group 1,Category 1,8,2023,1146,254,1064,142,390,88
APAC,Japan,Bob,Distributor D,Group 1,Category 1,8,2024,1518,419,1850,247,841,86
APAC,Japan,Bob,Distributor D,Group 1,Category 1,8,2025,2364,482,2827,208,625,47
APAC,Japan,Bob,Distributor D,Group 1,Category 1,9,2023,4746,274,3968,381,782,74
APAC,Japan,Bob,Distributor D,Group 1,Category 1,9,2024,4690,336,1110,183,250,97
APAC,Japan,Bob,Distributor D,Group 1,Category 1,10,2023,3213,248,2706,282,515,74
APAC,Japan,Bob,Distributor D,Group 1,Category 1,10,2024,1057,165,1774,384,970,42
APAC,Japan,Bob,Distributor D,Group 1,Category 1,11,2023,1566,370,3760,162,463,27
APAC,Japan,Bob,Distributor D,Group 1,Category 1,11,2024,2013,249,2502,253,898,47
APAC,Japan,Bob,Distributor D,Group 1,Category 1,12,2023,4427,219,2109,135,731,70
APAC,Japan,Bob,Distributor D,Group 1,Category 1,12,2024,2453,101,2145,343,679,47
APAC,Japan,Bob,Distributor D,Group 1,Category 2,1,2023,1168,413,1074,145,319,92
APAC,Japan,Bob,Distributor D,Group 1,Category 2,1,2024,3053,100,3706,172,364,45
APAC,Japan,Bob,Distributor D,Group 1,Category 2,1,2025,3950,263,2758,375,377,73
APAC,Japan,Bob,Distributor D,Group 1,Category 2,2,2023,4916,296,1773,310,759,80
APAC,Japan,Bob,Distributor D,Group 1,Category 2,2,2024,1747,230,3926,93,708,52
APAC,Japan,Bob,Distributor D,Group 1,Category 2,2,2025,4899,230,2805,336,683,53
APAC,Japan,Bob,Distributor D,Group 1,Category 2,3,2023,3713,401,2250,241,995,40
APAC,Japan,Bob,Distributor D,Group 1,Category 2,3,2024,2155,133,1477,146,659,95
APAC,Japan,Bob,Distributor D,Group 1,Category 2,3,2025,2055,284,2931,366,685,53
APAC,Japan,Bob,Distributor D,Group 1,Category 2,4,2023,1702,268,3458,250,853,68
APAC,Japan,Bob,Distributor D,Group 1,Category 2,4,2024,3840,232,1777,227,668,44
APAC,Japan,Bob,Distributor D,Group 1,Category 2,4,2025,4201,272,3233,268,549,27
APAC,Japan,Bob,Distributor D,Group 1,Category 2,5,2023,1817,235,3045,352,457,21
APAC,Japan,Bob,Distributor D,Group 1,Category 2,5,2024,1882,144,2532,251,261,42
APAC,Japan,Bob,Distributor D,Group 1,Category 2,5,2025,2376,367,2012,236,433,21
APAC,Japan,Bob,Distributor D,Group 1,Category 2,6,2023,1552,198,2262,192,337,97
APAC,Japan,Bob,Distributor D,Group 1,Category 2,6,2024,2918,225,3553,192,259,82
APAC,Japan,Bob,Distributor D,Group 1,Category 2,6,2025,3326,400,2576,308,893,91
APAC,Japan,Bob,Distributor D,Group 1,Category 2,7,2023,4212,428,1266,217,704,27
APAC,Japan,Bob,Distributor D,Group 1,Category 2,7,2024,3607,411,1934,97,891,33
APAC,Japan,Bob,Distributor D,Group 1,Category 2,7,2025,1168,175,2023,223,952,66
APAC,Japan,Bob,Distributor D,Group 1,Category 2,8,2023,2842,306,1920,328,332,20
APAC,Japan,Bob,Distributor D,Group 1,Category 2,8,2024,4387,286,3398,380,755,51
APAC,Japan,Bob,Distributor D,Group 1,Category 2,8,2025,4648,244,3726,394,228,66
APAC,Japan,Bob,Distributor D,Group 1,Category 2,9,2023,4041,369,1706,290,241,25
APAC,Japan,Bob,Distributor D,Group 1,Category 2,9,2024,2319,413,1741,228,301,62
APAC,Japan,Bob,Distributor D,Group 1,Category 2,10,2023,4822,154,2548,264,225,52
APAC,Japan,Bob,Distributor D,Group 1,Category 2,10,2024,4726,392,2442,133,290,33
APAC,Japan,Bob,Distributor D,Group 1,Category 2,11,2023,1639,489,3233,301,648,53
APAC,Japan,Bob,Distributor D,Group 1,Category 2,11,2024,1414,169,943,166,815,86
APAC,Japan,Bob,Distributor D,Group 1,Category 2,12,2023,2719,387,3256,100,255,38
APAC,Japan,Bob,Distributor D,Group 1,Category 2,12,2024,2115,162,1476,311,302,37
APAC,Japan,Bob,Distributor D,Group 1,Category 3,1,2023,1910,244,2191,189,316,27
APAC,Japan,Bob,Distributor D,Group 1,Category 3,1,2024,4587,181,3757,270,795,73
APAC,Japan,Bob,Distributor D,Group 1,Category 3,1,2025,2302,281,1767,282,313,25
APAC,Japan,Bob,Distributor D,Group 1,Category 3,2,2023,1976,256,3684,202,225,48
APAC,Japan,Bob,Distributor D,Group 1,Category 3,2,2024,1784,498,3435,360,281,40
APAC,Japan,Bob,Distributor D,Group 1,Category 3,2,2025,1500,185,3678,140,944,36
APAC,Japan,Bob,Distributor D,Group 1,Category 3,3,2023,1188,291,1727,265,202,85
APAC,Japan,Bob,Distributor D,Group 1,Category 3,3,2024,4902,495,2701,284,922,95
APAC,Japan,Bob,Distributor D,Group 1,Category 3,3,2025,4385,225,3335,290,264,56
APAC,Japan,Bob,Distributor D,Group 1,Category 3,4,2023,4605,407,3734,147,895,89
APAC,Japan,Bob,Distributor D,Group 1,Category 3,4,2024,4090,377,1042,162,670,42
APAC,Japan,Bob,Distributor D,Group 1,Category 3,4,2025,3662,480,1870,279,821,84
APAC,Japan,Bob,Distributor D,Group 1,Category 3,5,2023,1703,463,2664,376,687,51
APAC,Japan,Bob,Distributor D,Group 1,Category 3,5,2024,1837,242,3556,378,520,83
APAC,Japan,Bob,Distributor D,Group 1,Category 3,5,2025,2581,262,3678,258,840,48
APAC,Japan,Bob,Distributor D,Group 1,Category 3,6,2023,4752,328,3756,156,950,36
APAC,Japan,Bob,Distributor D,Group 1,Category 3,6,2024,2255,479,2280,388,630,62
APAC,Japan,Bob,Distributor D,Group 1,Category 3,6,2025,3719,157,3579,355,698,25
APAC,Japan,Bob,Distributor D,Group 1,Category 3,7,2023,4948,370,2207,259,372,84
APAC,Japan,Bob,Distributor D,Group 1,Category 3,7,2024,4530,414,3826,167,603,23
APAC,Japan,Bob,Distributor D,Group 1,Category 3,7,2025,1939,156,2701,160,421,63
APAC,Japan,Bob,Distributor D,Group 1,Category 3,8,2023,1672,408,2080,250,462,44
APAC,Japan,Bob,Distributor D,Group 1,Category 3,8,2024,2835,355,1813,93,497,61
APAC,Japan,Bob,Distributor D,Group 1,Category 3,8,2025,4439,133,3430,306,924,32
APAC,Japan,Bob,Distributor D,Group 1,Category 3,9,2023,1161,232,3073,397,255,47
APAC,Japan,Bob,Distributor D,Group 1,Category 3,9,2024,2674,174,3327,291,864,32
APAC,Japan,Bob,Distributor D,Group 1,Category 3,10,2023,4684,156,3352,333,686,35
APAC,Japan,Bob,Distributor D,Group 1,Category 3,10,2024,3751,220,3807,251,732,22
APAC,Japan,Bob,Distributor D,Group 1,Category 3,11,2023,2652,237,3472,241,273,79
APAC,Japan,Bob,Distributor D,Group 1,Category 3,11,2024,4244,437,1796,151,912,81
APAC,Japan,Bob,Distributor D,Group 1,Category 3,12,2023,2792,470,1617,257,315,58
APAC,Japan,Bob,Distributor D,Group 1,Category 3,12,2024,3358,434,3387,396,856,41
